account,campaign_group,campaign,creative,share_id,timeRange_start_utc,timeRange_end_utc,member_device,placement_name,creative_format,video_duration_sec,video_views,v25,v50,v75,v100,avg_watch_time_sec,impressions,clicks,spend_local,currency_code,pipeline_status,lifecycle_status,quarantine_reason,ingestion_time,row_id,row_hash,source_file,ingested_at_utc
li_acct_17,li_cg_23,li_camp_83,li_cre_945,,2025-11-12T13:00:00+00:00,2025-11-12T14:00:00+00:00,Mobile,Right Rail,CAROUSEL,,,,,,,,308,8,0.121303,AUD,QUARANTINED,ACTIVE,,2025-11-12T13:00:00+00:00,row_3lgis5tukg4k,hash_lvpfmc9e96en9f,linkedin_20251112_13.csv,2025-11-14T13:00:00+00:00
li_acct_17,,li_camp_94,li_cre_2243,,2025-11-09T22:00:00+00:00,2025-11-09T23:00:00+00:00,Other,Audience Network,SINGLE_IMAGE,,,,,,,,163,5,0.077402,PHP,ENRICHED,ACTIVE,,2025-11-09T22:00:00+00:00,row_jrd0tnr4we2b,hash_twthzvw2mpwkwq,linkedin_20251109_22.csv,2025-11-10T10:12:00+00:00
li_acct_2,,li_camp_168,li_cre_1153,,2025-11-04T18:00:00+00:00,2025-11-04T19:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,336,40,0.336171,PHP,ENRICHED,ACTIVE,,2025-11-04T18:00:00+00:00,row_ibfv3cbdxrmi,hash_83o2wnvgeg4s6r,linkedin_20251104_18.csv,2025-11-04T18:08:00+00:00
li_acct_7,,li_camp_88,li_cre_1852,,2025-11-23T04:00:00+00:00,2025-11-23T05:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,804,29,0.539049,PHP,VALIDATED,ACTIVE,,2025-11-23T06:00:00+00:00,row_mvph05cgv34e,hash_msk3ai2jy2ki6g,linkedin_20251123_04.csv,2025-11-23T04:37:00+00:00
li_acct_15,li_cg_63,li_camp_149,li_cre_73,,2025-10-19T20:00:00+00:00,2025-10-19T21:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,149,3,0.058138,PHP,VALIDATED,ACTIVE,,2025-10-20T20:00:00+00:00,row_4744v0tordku,hash_38b1dxyoco6kbb,linkedin_20251019_20.csv,2025-10-19T21:04:00+00:00
li_acct_8,li_cg_68,li_camp_2,li_cre_2483,,2025-10-27T20:00:00+00:00,2025-10-27T21:00:00+00:00,Moble,Feed,EVENT_AD,,,,,,,,116,1,0.028689,AUD,ENRICHED,PAUSED,,2025-10-28T08:00:00+00:00,row_m7uirjxvis27,hash_lgqq5w2jm3xwby,linkedin_20251027_20.csv,2025-10-27T21:34:00+00:00
li_acct_13,,li_camp_5,li_cre_1130,li_sh_808,2025-12-18T02:00:00+00:00,2025-12-18T03:00:00+00:00,Moble,Feed,SINGLE_IMAGE,,,,,,,,303,6,0.464599,USD,QUARANTINED,PAUSED,,2025-12-18T14:00:00+00:00,row_aqsho95qdiep,hash_7a42fee1331yoa,linkedin_20251218_02.csv,2025-12-18T03:58:00+00:00
li_acct_6,li_cg_3,li_camp_150,li_cre_2409,li_sh_857,2025-12-27T22:00:00+00:00,2025-12-27T23:00:00+00:00,Other,Right Rail,CAROUSEL,,,,,,,,263,2,0.171372,EUR,ENRICHED,ACTIVE,,2025-12-28T00:00:00+00:00,row_efz62rcq8m7s,hash_d1agaorckuk6rk,linkedin_20251227_22.csv,2025-12-27T22:01:00+00:00
li_acct_16,li_cg_29,li_camp_179,li_cre_613,li_sh_403,2026-01-08T13:00:00+00:00,2026-01-08T14:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,397,5,0.114525,PHP,PUBLISHED,ACTIVE,,2026-01-09T13:00:00+00:00,row_7jl25ybp5iaf,hash_h9t4ua514l5p69,linkedin_20260108_13.csv,2026-01-08T13:57:00+00:00
li_acct_14,li_cg_64,li_camp_104,li_cre_612,li_sh_450,2026-01-07T16:00:00+00:00,2026-01-07T17:00:00+00:00,Moble,Audience Network,VIDEO,,28.0,18.0,1.0,16.0,6.0,16.72,173,2,0.049574,USD,RECEIVED,ACTIVE,,2026-01-07T18:00:00+00:00,row_urgurd11puqq,hash_9rskob1jven72l,linkedin_20260107_16.csv,2026-01-07T22:19:00+00:00
li_acct_7,li_cg_33,li_camp_3,li_cre_108,,2026-01-13T02:00:00+00:00,2026-01-13T03:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,78,93,0.044883,PHP,ENRICHED,PAUSED,,2026-01-13T14:00:00+00:00,row_fgez0sddafxp,hash_6b0i4iy5rsvgom,linkedin_20260113_02.csv,2026-01-13T02:40:00+00:00
li_acct_12,li_cg_37,li_camp_150,li_cre_2207,,2025-10-14T12:00:00+00:00,2025-10-14T13:00:00+00:00,Other,Audience Network,MESSAGE_AD,,,,,,,,253,14,0.306241,USD,ENRICHED,ARCHIVED,,2025-10-15T12:00:00+00:00,row_brhsmdeq5b74,hash_vv5kl9vzc2jplr,linkedin_20251014_12.csv,2025-10-15T00:31:00+00:00
li_acct_15,,li_camp_165,li_cre_1807,li_sh_768,2025-09-28T15:00:00+00:00,2025-09-28T16:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,51,0,0.023538,AUD,ENRICHED,ACTIVE,,2025-09-29T03:00:00+00:00,row_myw1tqrd90sg,hash_2bg8oyxt8w2kll,linkedin_20250928_15.csv,2025-09-29T03:39:00+00:00
li_acct_12,li_cg_18,li_camp_73,li_cre_2194,li_sh_469,2025-12-24T01:00:00+00:00,2025-12-24T02:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,64,7,0.014792,EUR,ENRICHED,ACTIVE,,2025-12-24T13:00:00+00:00,row_ee04j79myj92,hash_qgwdm58pl62s5v,linkedin_20251224_01.csv,2025-12-25T01:31:00+00:00
li_acct_11,li_cg_40,li_camp_139,li_cre_2385,,2026-01-02T14:00:00+00:00,2026-01-02T15:00:00+00:00,Other,Right Rail,VIDEO,,19.0,4.0,8.0,10.0,6.0,16.03,68,1,-0.051606,USD,ENRICHED,ACTIVE,,2026-01-02T14:00:00+00:00,row_g9ecfmc9egsi,hash_2v079erqz0vp81,linkedin_20260102_14.csv,2026-01-02T14:46:00+00:00
li_acct_1,,li_camp_31,li_cre_1335,li_sh_383,2025-11-02T16:00:00+00:00,2025-11-02T17:00:00+00:00,Mobile,Audience Network,EVENT_AD,,,,,,,,70,8,0.027498,USD,VALIDATED,ACTIVE,,2025-11-03T16:00:00+00:00,row_70j1j50nu7ox,hash_cw9l8mzyf6hxvd,linkedin_20251102_16.csv,2025-11-02T16:14:00+00:00
li_acct_17,li_cg_67,li_camp_10,li_cre_2525,li_sh_567,2025-10-23T12:00:00+00:00,2025-10-23T13:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,345,13,0.218076,SGD,ENRICHED,ACTIVE,,2025-10-23T14:00:00+00:00,row_6v1fydy6nzas,hash_cu9pcrop2fx8on,linkedin_20251023_12.csv,2025-10-23T12:40:00+00:00
li_acct_7,li_cg_52,li_camp_4,li_cre_1977,,2025-10-28T06:00:00+00:00,2025-10-28T07:00:00+00:00,Moble,Feed,VIDEO,,20.0,11.0,14.0,3.0,3.0,2.23,71,2,0.074257,USD,PUBLISHED,ACTIVE,,2025-10-28T08:00:00+00:00,row_pz4oks9scw7w,hash_dsiae50dkaayu7,linkedin_20251028_06.csv,2025-10-28T06:11:00+00:00
li_acct_20,li_cg_12,li_camp_164,li_cre_1504,li_sh_899,2026-01-13T22:00:00+00:00,2026-01-13T23:00:00+00:00,Other,Right Rail,SINGLE_IMAGE,,,,,,,,131,6,0.048145,USD,PUBLISHED,DRAFT,,2026-01-14T22:00:00+00:00,row_5c1snqbrh5gx,hash_wdwwmx74tya873,linkedin_20260113_22.csv,2026-01-15T22:12:00+00:00
li_acct_20,li_cg_2,li_camp_176,li_cre_566,li_sh_82,2026-01-05T04:00:00+00:00,2026-01-05T05:00:00+00:00,Other,Feed,CAROUSEL,,,,,,,,117,5,0.093945,PHP,VALIDATED,ACTIVE,,2026-01-05T06:00:00+00:00,row_b4ml56tl3af6,hash_cs5m78uz4bltfv,linkedin_20260105_04.csv,2026-01-05T04:33:00+00:00
li_acct_19,li_cg_21,li_camp_161,li_cre_490,,2025-10-20T04:00:00+00:00,2025-10-20T05:00:00+00:00,Mobile,Right Rail,CAROUSEL,,,,,,,,256,13,0.11802,PHP,VALIDATED,ACTIVE,,2025-10-21T04:00:00+00:00,row_4qutccya444d,hash_nisihqq7wfw2r7,linkedin_20251020_04.csv,2025-10-20T10:45:00+00:00
li_acct_12,li_cg_23,li_camp_175,li_cre_792,,2025-10-14T00:00:00+00:00,2025-10-14T01:00:00+00:00,Mobile,Feed,MESSAGE_AD,,,,,,,,343,7,0.414311,SGD,ENRICHED,ACTIVE,,2025-10-14T12:00:00+00:00,row_ws3u2wqhx5s3,hash_9ffuao9oof8vwm,linkedin_20251014_00.csv,2025-10-14T06:17:00+00:00
li_acct_6,li_cg_58,li_camp_92,li_cre_1387,,2025-11-07T07:00:00+00:00,2025-11-07T08:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,56,0,0.04834,USD,RECEIVED,ACTIVE,,2025-11-08T07:00:00+00:00,row_91pqcy3tttc4,hash_w3xk1jqt764yuq,linkedin_20251107_07.csv,2025-11-07T08:44:00+00:00
li_acct_19,li_cg_53,li_camp_124,li_cre_389,,2025-12-28T10:00:00+00:00,2025-12-28T11:00:00+00:00,Mobile,Feed,VIDEO,,109.0,34.0,59.0,83.0,14.0,6.46,355,29,0.183597,EUR,PUBLISHED,ACTIVE,,2025-12-29T10:00:00+00:00,row_ax32wdiqewuu,hash_jh39w7bos6hols,linkedin_20251228_10.csv,2025-12-28T16:52:00+00:00
li_acct_4,,li_camp_30,li_cre_2730,li_sh_378,2025-11-23T02:00:00+00:00,2025-11-23T03:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,57,0,0.036666,USD,ENRICHED,ACTIVE,,2025-11-23T02:00:00+00:00,row_joe6npr8px7f,hash_mm8itscar170wq,linkedin_20251123_02.csv,2025-11-23T03:48:00+00:00
li_acct_17,,li_camp_124,li_cre_2248,,2026-01-14T04:00:00+00:00,2026-01-14T05:00:00+00:00,Moble,Right Rail,MESSAGE_AD,,,,,,,,110,1,0.031304,PHP,VALIDATED,ACTIVE,,2026-01-14T06:00:00+00:00,row_z22rt30f2ht6,hash_8y6pwsfu06vvjg,linkedin_20260114_04.csv,2026-01-14T16:24:00+00:00
li_acct_2,,li_camp_23,li_cre_1628,,2025-11-26T23:00:00+00:00,2025-11-27T00:00:00+00:00,Desktop,Feed,CAROUSEL,,,,,,,,127,7,0.087785,USD,VALIDATED,ACTIVE,,2025-11-27T11:00:00+00:00,row_5hbhyctf5ys7,hash_9el9napxouz0uq,linkedin_20251126_23.csv,2025-11-27T05:04:00+00:00
li_acct_9,li_cg_22,li_camp_116,li_cre_655,,2025-12-02T17:00:00+00:00,2025-12-02T18:00:00+00:00,Mobile,Feed,CAROUSEL,,,,,,,,45,1,0.02758,PHP,ENRICHED,PAUSED,,2025-12-02T17:00:00+00:00,row_floqe6ydz4xi,hash_d62m6bl01zy8fa,linkedin_20251202_17.csv,2025-12-02T17:24:00+00:00
li_acct_3,,li_camp_16,li_cre_459,,2025-10-31T22:00:00+00:00,2025-10-31T23:00:00+00:00,Mobile,Feed,EVENT_AD,,,,,,,,276,7,0.030728,USD,ENRICHED,ACTIVE,,2025-11-01T10:00:00+00:00,row_yug8zi6n58wh,hash_43rcbnenr7d01t,linkedin_20251031_22.csv,2025-10-31T22:01:00+00:00
li_acct_12,,li_camp_11,li_cre_988,,2025-12-08T06:00:00+00:00,2025-12-08T07:00:00+00:00,Mobile,Right Rail,MESSAGE_AD,,,,,,,,59,2,0.014729,AUD,ENRICHED,LIMITED,,2025-12-08T06:00:00+00:00,row_ml99zzyznp6c,hash_zycegshf2xkauj,linkedin_20251208_06.csv,2025-12-08T06:30:00+00:00
li_acct_19,li_cg_37,li_camp_72,li_cre_1812,,2025-11-29T03:00:00+00:00,2025-11-29T04:00:00+00:00,Other,Right Rail,MESSAGE_AD,,,,,,,,44,0,0.025814,PHP,RECEIVED,DRAFT,,2025-11-29T05:00:00+00:00,row_k1hvdb4gee70,hash_3jixt9lmuk4vkd,linkedin_20251129_03.csv,2025-11-29T03:22:00+00:00
li_acct_18,li_cg_52,li_camp_97,li_cre_108,,2025-10-25T11:00:00+00:00,2025-10-25T12:00:00+00:00,Mobile,Feed,CAROUSEL,,,,,,,,26,0,0.003418,USD,RECEIVED,ACTIVE,,2025-10-25T23:00:00+00:00,row_bcwv730qbhzj,hash_ivg8osxptrn8bh,linkedin_20251025_11.csv,2025-10-25T13:01:00+00:00
li_acct_15,,li_camp_75,li_cre_2612,,2025-10-03T00:00:00+00:00,2025-10-03T01:00:00+00:00,Other,Right Rail,VIDEO,20.0,11.0,2.0,6.0,6.0,3.0,6.83,201,3,0.009702,PHP,ENRICHED,ACTIVE,,2025-10-03T02:00:00+00:00,row_3wj3c1qej5mf,hash_t4d0508ztgickx,linkedin_20251003_00.csv,2025-10-03T06:00:00+00:00
li_acct_13,li_cg_60,li_camp_25,li_cre_1958,li_sh_719,2025-11-19T15:00:00+00:00,2025-11-19T16:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,236,14,0.053071,USD,ENRICHED,ARCHIVED,,2025-11-19T15:00:00+00:00,row_o55ytjtv9z06,hash_ija7rkc5lfpdh2,linkedin_20251119_15.csv,2025-11-19T16:01:00+00:00
li_acct_10,li_cg_4,li_camp_95,li_cre_2767,,2025-12-15T23:00:00+00:00,2025-12-16T00:00:00+00:00,Other,Feed,VIDEO,12.0,161.0,97.0,39.0,18.0,31.0,3.27,387,1,0.086318,USD,QUARANTINED,ACTIVE,,2025-12-16T11:00:00+00:00,row_v5zddnd7y50k,hash_88k8o835m3qk8w,linkedin_20251215_23.csv,2025-12-15T23:17:00+00:00
li_acct_3,li_cg_59,li_camp_90,li_cre_1150,,2025-12-26T03:00:00+00:00,2025-12-26T04:00:00+00:00,Other,Audience Network,CAROUSEL,15.0,,,,,,,744,203,0.112537,PHP,PUBLISHED,ACTIVE,,2025-12-26T15:00:00+00:00,row_qm72s1odvqzw,hash_5dyzzv8fw5r9er,linkedin_20251226_03.csv,2025-12-27T03:04:00+00:00
li_acct_15,li_cg_59,li_camp_9,li_cre_1304,,2025-11-09T19:00:00+00:00,2025-11-09T20:00:00+00:00,Moble,Right Rail,CAROUSEL,,,,,,,,188,7,0.113911,USD,PUBLISHED,DRAFT,,2025-11-09T21:00:00+00:00,row_hgizewm2dusx,hash_6lqyn9mmffz6dn,linkedin_20251109_19.csv,2025-11-11T19:29:00+00:00
li_acct_17,,li_camp_93,li_cre_1820,li_sh_164,2025-12-04T18:00:00+00:00,2025-12-04T19:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,304,25,0.046007,PHP,ENRICHED,DRAFT,,2025-12-05T18:00:00+00:00,row_hm00kz54v5p5,hash_muokzw4pcux5v1,linkedin_20251204_18.csv,2025-12-05T00:50:00+00:00
li_acct_9,li_cg_20,li_camp_113,li_cre_1356,li_sh_764,2026-01-06T11:00:00+00:00,2026-01-06T12:00:00+00:00,Desktop,Feed,SINGLE_IMAGE,,,,,,,,282,1,0.083351,PHP,VALIDATED,ACTIVE,,2026-01-07T11:00:00+00:00,row_pa2g7z8358x5,hash_k832yvjcv4qoya,linkedin_20260106_11.csv,2026-01-06T11:35:00+00:00
li_acct_12,,li_camp_16,li_cre_1165,li_sh_31,2025-10-19T22:00:00+00:00,2025-10-19T23:00:00+00:00,Other,Audience Network,VIDEO,90.0,30.0,12.0,24.0,7.0,3.0,12.08,62,5,0.051635,PHP,VALIDATED,ACTIVE,,2025-10-20T10:00:00+00:00,row_r85nt6pm1nz4,hash_vjbzhsn6mm1arq,linkedin_20251019_22.csv,2025-10-19T23:23:00+00:00
li_acct_4,li_cg_13,li_camp_147,li_cre_876,li_sh_135,2025-12-29T14:00:00+00:00,2025-12-29T15:00:00+00:00,Desktop,Audience Network,VIDEO,6.0,32.0,18.0,19.0,28.0,,1.77,137,6,0.06069,USD,VALIDATED,DISAPPROVED,,2025-12-30T14:00:00+00:00,row_rwxyfa5b8bjb,hash_zspf2mxqqo1cm7,linkedin_20251229_14.csv,2025-12-29T20:48:00+00:00
li_acct_13,,li_camp_40,li_cre_577,,2025-11-09T07:00:00+00:00,2025-11-09T08:00:00+00:00,Desktop,Feed,CAROUSEL,,,,,,,,742,48,0.245805,PHP,VALIDATED,PAUSED,,2025-11-09T09:00:00+00:00,row_7z8ui5z8kqra,hash_9ue430ddxfx44d,linkedin_20251109_07.csv,2025-11-09T13:54:00+00:00
li_acct_20,li_cg_73,li_camp_33,li_cre_477,li_sh_845,2025-10-22T01:00:00+00:00,2025-10-22T02:00:00+00:00,Moble,Feed,CAROUSEL,,,,,,,,1106,90,1.278865,USD,RECEIVED,ACTIVE,,2025-10-22T13:00:00+00:00,row_yf7bchxxgozt,hash_sm6i8ccx359ynj,linkedin_20251022_01.csv,2025-10-22T07:33:00+00:00
li_acct_15,,li_camp_84,li_cre_2107,,2025-12-24T21:00:00+00:00,2025-12-24T22:00:00+00:00,Desktop,Feed,VIDEO,,31.0,13.0,17.0,9.0,11.0,3.6,207,1,0.079231,SGD,ENRICHED,ACTIVE,,2025-12-24T21:00:00+00:00,row_bvh7x962wtbd,hash_jhn2w51hv7iko3,linkedin_20251224_21.csv,2025-12-24T23:18:00+00:00
li_acct_20,li_cg_12,li_camp_170,li_cre_83,,2025-09-26T16:00:00+00:00,2025-09-26T17:00:00+00:00,Desktop,Right Rail,MESSAGE_AD,,,,,,,,112,8,0.195534,SGD,VALIDATED,ARCHIVED,,2025-09-26T16:00:00+00:00,row_s86whz7q7obn,hash_vix0lemyloo6bj,linkedin_20250926_16.csv,2025-09-27T04:38:00+00:00
li_acct_19,li_cg_34,li_camp_142,li_cre_106,,2025-10-16T15:00:00+00:00,2025-10-16T16:00:00+00:00,Moble,Feed,EVENT_AD,,,,,,,,249,9,0.162957,PHP,VALIDATED,ACTIVE,,2025-10-17T03:00:00+00:00,row_1s3yaghchkl2,hash_2hael89ep80klb,linkedin_20251016_15.csv,2025-10-16T16:33:00+00:00
li_acct_15,li_cg_58,li_camp_170,li_cre_2657,,2025-11-25T12:00:00+00:00,2025-11-25T13:00:00+00:00,Mobile,Feed,CAROUSEL,,,,,,,,90,2,0.04138,eur,PUBLISHED,ACTIVE,,2025-11-25T14:00:00+00:00,row_08l1ow5hmw15,hash_az3shjrczxdcx3,linkedin_20251125_12.csv,2025-11-25T14:29:00+00:00
li_acct_7,,li_camp_118,li_cre_2493,,2026-01-03T23:00:00+00:00,2026-01-04T00:00:00+00:00,Other,Feed,CAROUSEL,,,,,,,,267,6,0.012661,USD,VALIDATED,DRAFT,,2026-01-04T01:00:00+00:00,row_cuei57wg92bo,hash_bkyic7ifjbm09e,linkedin_20260103_23.csv,2026-01-03T23:00:00+00:00
li_acct_11,li_cg_43,li_camp_125,li_cre_1080,li_sh_791,2025-12-09T10:00:00+00:00,2025-12-09T11:00:00+00:00,Other,Audience Network,CAROUSEL,,,,,,,,130,1,0.056334,AUD,RECEIVED,ACTIVE,,2025-12-10T10:00:00+00:00,row_vbpdqnmpv7ii,hash_sa3vkcfj9tf2rq,linkedin_20251209_10.csv,2025-12-09T11:13:00+00:00
li_acct_15,li_cg_35,li_camp_176,li_cre_577,li_sh_843,2025-10-15T11:00:00+00:00,2025-10-15T12:00:00+00:00,Other,Right Rail,EVENT_AD,,,,,,,,629,6,0.306938,EUR,PUBLISHED,ACTIVE,,2025-10-15T23:00:00+00:00,row_h7h0v30fbar9,hash_e9sl2l3jwoxopc,linkedin_20251015_11.csv,2025-10-15T17:19:00+00:00
li_acct_8,,li_camp_31,li_cre_303,li_sh_692,2025-11-22T21:00:00+00:00,2025-11-22T22:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,156,1,0.089991,USD,VALIDATED,ACTIVE,,2025-11-22T23:00:00+00:00,row_6mxz63qyepl1,hash_js354k3g0jh1xe,linkedin_20251122_21.csv,2025-11-22T21:09:00+00:00
li_acct_9,li_cg_23,li_camp_142,li_cre_2663,li_sh_417,2025-12-15T21:00:00+00:00,2025-12-15T22:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,294,0,0.19146,PHP,PUBLISHED,PAUSED,,2025-12-15T21:00:00+00:00,row_3grdnm1n0qyb,hash_z5j31ka9zh4xe9,linkedin_20251215_21.csv,2025-12-15T21:02:00+00:00
li_acct_20,li_cg_56,li_camp_170,li_cre_1026,,2025-11-13T16:00:00+00:00,2025-11-13T17:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,132,4,0.117915,PHP,VALIDATED,PAUSED,,2025-11-14T16:00:00+00:00,row_64tp07lsznz1,hash_si33yj96redqy3,linkedin_20251113_16.csv,2025-11-15T16:29:00+00:00
li_acct_1,,li_camp_62,li_cre_1715,,2026-01-11T13:00:00+00:00,2026-01-11T14:00:00+00:00,Moble,Feed,SINGLE_IMAGE,,,,,,,,233,5,0.366075,USD,VALIDATED,ACTIVE,,2026-01-11T15:00:00+00:00,row_kdbuudogefvq,hash_fabtkbj6kiypcs,linkedin_20260111_13.csv,2026-01-11T15:02:00+00:00
li_acct_4,li_cg_44,li_camp_143,li_cre_1879,,2025-11-23T05:00:00+00:00,2025-11-23T06:00:00+00:00,Moble,Right Rail,VIDEO,8.0,188.0,104.0,101.0,88.0,18.0,4.6,501,14,0.550312,PHP,VALIDATED,ACTIVE,,2025-11-23T07:00:00+00:00,row_20n0a5m5z42e,hash_iytrnqbm6d6pz2,linkedin_20251123_05.csv,2025-11-23T07:28:00+00:00
li_acct_5,,li_camp_33,li_cre_2645,li_sh_291,2025-12-08T03:00:00+00:00,2025-12-08T04:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,144,6,0.218905,PHP,VALIDATED,ACTIVE,,2025-12-08T15:00:00+00:00,row_vguiudb5svi2,hash_xowifdsd1g3bq3,linkedin_20251208_03.csv,2025-12-09T03:18:00+00:00
li_acct_16,li_cg_4,li_camp_26,li_cre_1859,,2025-11-13T12:00:00+00:00,2025-11-13T13:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,410,17,0.212182,PHP,VALIDATED,ACTIVE,,2025-11-14T12:00:00+00:00,row_8w7g8unkk6rg,hash_5hkqdaektg083r,linkedin_20251113_12.csv,2025-11-14T00:19:00+00:00
li_acct_9,li_cg_64,li_camp_12,li_cre_986,,2025-09-24T11:00:00+00:00,2025-09-24T12:00:00+00:00,Moble,Feed,SINGLE_IMAGE,,,,,,,,130,5,0.036236,PHP,VALIDATED,DRAFT,,2025-09-24T11:00:00+00:00,row_ehjrjvpim3oi,hash_50dld30jntzo59,linkedin_20250924_11.csv,2025-09-24T11:10:00+00:00
li_acct_6,li_cg_50,li_camp_137,li_cre_832,,2025-09-22T06:00:00+00:00,2025-09-22T07:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,176,5,0.562224,USD,PUBLISHED,DRAFT,,2025-09-22T06:00:00+00:00,row_u40vfir7qupd,hash_2ef6ah0ujahah0,linkedin_20250922_06.csv,2025-09-23T06:50:00+00:00
li_acct_9,,li_camp_89,li_cre_1646,li_sh_465,2025-09-24T19:00:00+00:00,2025-09-24T20:00:00+00:00,Other,Right Rail,EVENT_AD,,,,,,,,105,5,0.037151,PHP,QUARANTINED,ACTIVE,,2025-09-24T19:00:00+00:00,row_5eu3vysvqrwq,hash_6la2g80caeikhz,linkedin_20250924_19.csv,2025-09-25T01:10:00+00:00
li_acct_13,li_cg_33,li_camp_178,li_cre_147,li_sh_615,2025-10-25T14:00:00+00:00,2025-10-25T15:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,117,3,0.124514,USD,VALIDATED,ACTIVE,,2025-10-26T14:00:00+00:00,row_upnah1a2q53x,hash_2ak3o1x4ct5cis,linkedin_20251025_14.csv,2025-10-27T14:44:00+00:00
li_acct_7,li_cg_75,li_camp_168,li_cre_1393,,2025-11-26T08:00:00+00:00,2025-11-26T09:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,141,0,0.368639,AUD,RECEIVED,LIMITED,,2025-11-26T10:00:00+00:00,row_mnpjm7joiiiz,hash_y9qiudg8gps3y4,linkedin_20251126_08.csv,2025-11-26T10:43:00+00:00
li_acct_5,li_cg_73,li_camp_24,li_cre_805,li_sh_790,2025-10-07T19:00:00+00:00,2025-10-07T20:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,207,4,0.159838,USD,PUBLISHED,PAUSED,,2025-10-08T07:00:00+00:00,row_7ylqoe43xr7a,hash_na1b2hqidx8d6q,linkedin_20251007_19.csv,2025-10-07T19:43:00+00:00
li_acct_17,li_cg_63,li_camp_82,li_cre_2510,,2025-11-09T11:00:00+00:00,2025-11-09T12:00:00+00:00,Other,Audience Network,SINGLE_IMAGE,,,,,,,,186,20,0.024933,AUD,ENRICHED,PAUSED,,2025-11-09T13:00:00+00:00,row_bcwdwgpat8tb,hash_9ztebfl36jap5z,linkedin_20251109_11.csv,2025-11-09T13:13:00+00:00
li_acct_10,li_cg_24,li_camp_97,li_cre_16,,2025-11-24T00:00:00+00:00,2025-11-24T01:00:00+00:00,Other,Audience Network,CAROUSEL,,,,,,,,159,2,0.1211,EUR,ENRICHED,ACTIVE,,2025-11-24T02:00:00+00:00,row_q3i3n2qq4vky,hash_fnndop40j6b8k0,linkedin_20251124_00.csv,2025-11-24T12:24:00+00:00
li_acct_3,li_cg_11,li_camp_7,li_cre_2500,li_sh_435,2025-11-16T14:00:00+00:00,2025-11-16T15:00:00+00:00,Moble,Right Rail,VIDEO,,68.0,50.0,30.0,40.0,20.0,20.68,289,12,0.046548,USD,ENRICHED,ACTIVE,,2025-11-17T02:00:00+00:00,row_d71k2kky5icm,hash_15ui1pf4schtzm,linkedin_20251116_14.csv,2025-11-16T16:06:00+00:00
li_acct_1,li_cg_53,li_camp_111,li_cre_439,,2025-12-28T17:00:00+00:00,2025-12-28T18:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,385,2,0.11094,SGD,QUARANTINED,LIMITED,,2025-12-29T05:00:00+00:00,row_zq85hju5itln,hash_swjsfp3yd3ucjq,linkedin_20251228_17.csv,2025-12-28T17:04:00+00:00
li_acct_18,li_cg_68,li_camp_108,li_cre_133,,2026-01-14T13:00:00+00:00,2026-01-14T14:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,97,6,0.068447,PHP,VALIDATED,ACTIVE,,2026-01-15T01:00:00+00:00,row_mnwinfzmfsxn,hash_5nt85mtf0cdvhd,linkedin_20260114_13.csv,2026-01-15T01:47:00+00:00
li_acct_8,li_cg_50,li_camp_174,li_cre_2432,,2025-09-26T03:00:00+00:00,2025-09-26T04:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,381,4,0.125112,EUR,VALIDATED,LIMITED,,2025-09-27T03:00:00+00:00,row_aibolu6j1frd,hash_dmtz95dtneathz,linkedin_20250926_03.csv,2025-09-26T03:26:00+00:00
li_acct_4,li_cg_43,li_camp_36,li_cre_166,li_sh_413,2025-12-21T23:00:00+00:00,2025-12-22T00:00:00+00:00,Desktop,Audience Network,VIDEO,,45.0,28.0,25.0,16.0,4.0,27.52,214,13,0.049482,PHP,ENRICHED,ACTIVE,,2025-12-22T23:00:00+00:00,row_lwx7n10f0bnr,hash_4h3iw3cbth77gb,linkedin_20251221_23.csv,2025-12-22T23:57:00+00:00
