meta_account_id,meta_campaign_id,meta_adset_id,meta_ad_id,meta_creative_id,hour_start_local,account_timezone,device_platform,publisher_platform,placement,ad_format,video_duration_sec,video_view_2s,video_view_6s,video_view_25pct,video_view_50pct,video_view_75pct,video_view_100pct,avg_watch_time_sec,impressions,clicks_all,link_clicks,spend,currency,delivery_status,pipeline_status,rejection_reason,event_hour,row_id,row_hash,source_file,ingested_at_utc
meta_acct_16,meta_camp_79,meta_adset_208,meta_ad_277,meta_cr_1450,2025-12-25 07:00:00,Asai/Manila,mobile,audience_network,right_column,REELZ,15.0,1.0,0.0,0.0,1.0,0.0,0.0,7.34,21,219,128,0.035793,usd,ACTIVE,QUARANTINED,CLICKS_GT_IMPRESSIONS,2025-12-24T23:00:00+00:00,row_7elmxxuth1ei,hash_nktp2ijsi846ak,meta_20251224_23.csv,2025-12-25T05:50:00+00:00
meta_acct_13,meta_camp_63,meta_adset_335,meta_ad_1358,meta_cr_1790,2025-10-14 07:00:00,,MOBILE,instagram,right_column,IMAGE,,,,,,,,,203,11,3,0.203835,USD ,ACTIVE,RECEIVED,,2025-10-13T23:00:00+00:00,row_jl988t8mq31p,hash_so15plqbsh9xkt,meta_20251013_23.csv,2025-10-14T23:04:00+00:00
meta_acct_1,meta_camp_105,meta_adset_378,meta_ad_1311,meta_cr_1557,2025-12-12 08:00:00,Asia/Manila,mobile,audience_network,reels,CAROUSEL,,,,,,,,,203,6,3,0.099676,USD,DRAFT,QUARANTINED,,2025-12-12T00:00:00+00:00,row_uen6cl08qe0h,hash_widionijeu3tr2,meta_20251212_00.csv,2025-12-12T01:47:00+00:00
meta_acct_7,meta_camp_117,meta_adset_303,meta_ad_155,meta_cr_2260,2025-11-12 02:00:00,,moblie,instagram,reels,REELS,90.0,5.0,3.0,3.0,2.0,2.0,2.0,53.74,78,1,0,0.056492,AUD,LIMITED,VALIDATED,,2025-11-11T18:00:00+00:00,row_ypuil7dg517c,hash_5t7fo9w7wnws1m,meta_20251111_18.csv,2025-11-11T20:10:00+00:00
meta_acct_13,meta_camp_13,meta_adset_143,meta_ad_646,meta_cr_2454,2026-01-12 00:00:00,Asai/Manila,moblie,audience_network,in_stream,UNKNOWN,,,,,,,,,399,18,9,0.340002,USD,ACTIVE,ENRICHED,,2026-01-11T16:00:00+00:00,row_cq4shaxn6aw9,hash_mpjwszg6enupoy,meta_20260111_16.csv,2026-01-11T18:35:00+00:00
meta_acct_13,meta_camp_87,meta_adset_135,meta_ad_1331,meta_cr_2084,2025-10-13 00:00:00,Asia/Manila,desktop,instagram,reels,STORY,,,,,,,,,218,4,2,0.189714,USD,ACTIVE,ENRICHED,,2025-10-12T16:00:00+00:00,row_t7o159xezo7n,hash_mp4lt001kbuu03,meta_20251012_16.csv,2025-10-14T16:50:00+00:00
meta_acct_1,meta_camp_75,meta_adset_176,meta_ad_423,meta_cr_2292,2025-12-16 09:00:00,,mobile,audience_network,in_stream,REELZ,20.0,9.0,12.0,6.0,11.0,4.0,5.0,10.95,187,1,0,0.161877,USD,LIMITED,ENRICHED,,2025-12-16T01:00:00+00:00,row_irioz3l758xa,hash_9zxgt01jc9wihg,meta_20251216_01.csv,2025-12-16T07:58:00+00:00
meta_acct_2,meta_camp_25,meta_adset_169,meta_ad_1441,meta_cr_2155,2025-11-16 23:00:00,Asia/Manila,unknown,facebook,search_results,STORY,,,,,,,,,434,28,17,0.153821,PHP,ACTIVE,VALIDATED,,2025-11-16T15:00:00+00:00,row_pmbw5udis5ua,hash_9e6ieem24li8z3,meta_20251116_15.csv,2025-11-16T15:48:00+00:00
meta_acct_10,meta_camp_35,meta_adset_269,meta_ad_81,meta_cr_2329,2025-09-28 17:00:00,Asia/Manila,deskotp,instagram,stories,IMAGE,,,,,,,,,64,3,0,0.050377,USD,ACTIVE,VALIDATED,,2025-09-28T09:00:00+00:00,row_y3liazghyy6o,hash_5arhqsanm812or,meta_20250928_09.csv,2025-09-28T15:41:00+00:00
meta_acct_3,meta_camp_10,meta_adset_257,meta_ad_840,meta_cr_377,2025-10-23 10:00:00,Asia/Manila,unknown,facebook,stories,REELZ,12.0,9.0,12.0,6.0,3.0,9.0,9.0,5.1,55,1,0,0.006706,PHP,ACTIVE,PUBLISHED,,2025-10-23T02:00:00+00:00,row_f7vm9q7x87qk,hash_oxy7gyh6yz0bbo,meta_20251023_02.csv,2025-10-25T02:29:00+00:00
meta_acct_4,meta_camp_101,meta_adset_238,meta_ad_834,meta_cr_1843,2025-11-27 07:00:00,Asia/Singapore,desktop,instagram,in_stream,UNKNOWN,,,,,,,,,57,1,0,-0.00438,php,ACTIVE,PUBLISHED,,2025-11-26T23:00:00+00:00,row_w9kdwrp4wgeg,hash_jy87twxe04lg2h,meta_20251126_23.csv,2025-11-26T23:23:00+00:00
meta_acct_10,meta_camp_77,meta_adset_17,meta_ad_107,meta_cr_1918,2025-12-01 17:00:00,Asai/Manila,deskotp,facebook,stories,REELZ,,65.0,55.0,41.0,15.0,38.0,,,342,2,0,0.32461,PHP,ACTIVE,VALIDATED,,2025-12-01T09:00:00+00:00,row_20zt9rte3chq,hash_fxo2hfg10z5qnl,meta_20251201_09.csv,2025-12-01T11:40:00+00:00
meta_acct_9,meta_camp_91,meta_adset_288,meta_ad_1271,meta_cr_753,2025-11-06 16:00:00,Asai/Manila,unknown,instagram,search_results,CAROUSEL,,,,,,,,,310,10,2,0.139075,EUR,ACTIVE,ENRICHED,,2025-11-06T08:00:00+00:00,row_aqc6zipgcnsy,hash_93drndklwbd4vz,meta_20251106_08.csv,2025-11-06T14:39:00+00:00
meta_acct_6,meta_camp_8,meta_adset_63,meta_ad_391,meta_cr_1826,2025-10-02 22:00:00,Asai/Manila,desktop,instagram,stories,STORY,,,,,,,,,167,1,0,0.155432,PHP,ACTIVE,VALIDATED,,2025-10-02T14:00:00+00:00,row_my1atzjswsa3,hash_lypcd51imxx6ua,meta_20251002_14.csv,2025-10-03T02:59:00+00:00
meta_acct_12,meta_camp_115,meta_adset_167,meta_ad_1162,meta_cr_650,2025-11-08 20:00:00,Asia/Singapore,mobile,audience_network,reels,REELZ,,55.0,34.0,29.0,37.0,28.0,14.0,,363,16,9,0.401219,PHP,ACTIVE,VALIDATED,,2025-11-08T12:00:00+00:00,row_zbvyk9e1qydb,hash_ztc51oithozuti,meta_20251108_12.csv,2025-11-08T18:32:00+00:00
meta_acct_17,meta_camp_57,meta_adset_248,meta_ad_812,meta_cr_1418,2025-12-07 08:00:00,,mobile,facebook,in_stream,IMAGE,,,,,,,,,125,3,0,0.066474,USD,LIMITED,VALIDATED,,2025-12-07T00:00:00+00:00,row_s30zgprkr7jz,hash_f9tuye8v8aj7br,meta_20251207_00.csv,2025-12-07T12:12:00+00:00
meta_acct_19,meta_camp_72,meta_adset_380,meta_ad_468,meta_cr_951,2025-12-17 19:00:00,,desktop,audience_network,feed,REELS,12.0,11.0,17.0,14.0,7.0,18.0,5.0,7.39,198,1,0,0.072062,PHP,LIMITED,PUBLISHED,,2025-12-17T11:00:00+00:00,row_shqjm1d9y0hl,hash_jo7egmf6brnsvo,meta_20251217_11.csv,2025-12-18T11:59:00+00:00
meta_acct_19,meta_camp_28,meta_adset_116,meta_ad_200,meta_cr_276,2025-10-30 08:00:00,,deskotp,facebook,reels,STORY,,,,,,,,,85,1,0,0.171166,PHP,DISAPPROVED,VALIDATED,,2025-10-30T00:00:00+00:00,row_9s1jng3t8fyh,hash_vpz4gdd0w0dp8j,meta_20251030_00.csv,2025-10-31T00:35:00+00:00
meta_acct_3,meta_camp_79,meta_adset_391,meta_ad_569,meta_cr_329,2025-12-09 20:00:00,Asia/Singapore,unknown,audience_network,search_results,IMAGE,,,,,,,,,263,3,1,-0.091698,PHP,ACTIVE,ENRICHED,,2025-12-09T12:00:00+00:00,row_tsz98isuohsk,hash_fk66s84xxe26hz,meta_20251209_12.csv,2025-12-10T00:21:00+00:00
meta_acct_17,meta_camp_86,meta_adset_127,meta_ad_567,meta_cr_772,2025-11-03 02:00:00,,unknown,facebook,right_column,REELS,12.0,151.0,53.0,127.0,101.0,124.0,17.0,4.78,811,69,51,0.647523,PHP,ACTIVE,PUBLISHED,,2025-11-02T18:00:00+00:00,row_izdxyl2cy0m9,hash_lxcqgjggtjpez7,meta_20251102_18.csv,2025-11-02T20:06:00+00:00
meta_acct_8,meta_camp_64,meta_adset_397,meta_ad_1073,meta_cr_283,2025-11-27 10:00:00,Asai/Manila,desktop,instagram,in_stream,REELS,90.0,41.0,35.0,14.0,15.0,8.0,5.0,41.21,94,0,0,0.042134,PHP,PAUSED,VALIDATED,,2025-11-27T02:00:00+00:00,row_yfa35tmm94b4,hash_0l5dgomotml1qz,meta_20251127_02.csv,2025-11-27T03:51:00+00:00
meta_acct_7,meta_camp_39,meta_adset_27,meta_ad_908,meta_cr_2291,2025-10-21 09:00:00,Asia/Singapore,unknown,audience_network,stories,IMAGE,,,,,,,,,186,15,10,0.035821,PHP,DRAFT,ENRICHED,,2025-10-21T01:00:00+00:00,row_yoc7lgoe92p7,hash_nmrqieb788xpuj,meta_20251021_01.csv,2025-10-21T01:16:00+00:00
meta_acct_10,meta_camp_66,meta_adset_165,meta_ad_490,meta_cr_2087,2025-11-26 02:00:00,Asia/Singapore,MOBILE,audience_network,reels,CAROUSEL,,,,,,,,,290,12,5,0.155888,USD,ACTIVE,VALIDATED,,2025-11-25T18:00:00+00:00,row_49l4rgkau5aa,hash_dayaxydnlairrw,meta_20251125_18.csv,2025-11-25T18:01:00+00:00
meta_acct_17,meta_camp_47,meta_adset_26,meta_ad_446,meta_cr_139,2025-09-30 22:00:00,,MOBILE,instagram,search_results,REELZ,30.0,33.0,51.0,59.0,18.0,7.0,8.0,20.79,250,7,3,0.231733,AUD,ACTIVE,VALIDATED,,2025-09-30T14:00:00+00:00,row_hjrwjcwvnm9v,hash_jx5f3n6b6pxocl,meta_20250930_14.csv,2025-09-30T20:51:00+00:00
meta_acct_9,meta_camp_50,meta_adset_192,meta_ad_1280,meta_cr_1542,2026-01-04 00:00:00,Asia/Manila,deskotp,audience_network,right_column,IMAGE,,,,,,,,,499,8,1,0.180142,PHP,ACTIVE,VALIDATED,,2026-01-03T16:00:00+00:00,row_931fm3pjdes3,hash_tii2x8lotv19w0,meta_20260103_16.csv,2026-01-03T22:09:00+00:00
meta_acct_5,meta_camp_46,meta_adset_93,meta_ad_397,meta_cr_1923,2025-09-29 17:00:00,Asai/Manila,moblie,instagram,stories,UNKNOWN,,,,,,,,,81,9,2,0.04438,PHP,ARCHIVED,PUBLISHED,,2025-09-29T09:00:00+00:00,row_jeojm8x6g7s6,hash_53naes6gaghl0c,meta_20250929_09.csv,2025-09-29T21:36:00+00:00
meta_acct_9,meta_camp_118,meta_adset_262,meta_ad_207,meta_cr_2353,2026-01-09 06:00:00,Asia/Singapore,mobile,facebook,reels,IMAGE,,,,,,,,,198,2,1,0.169083,USD,ACTIVE,QUARANTINED,,2026-01-08T22:00:00+00:00,row_gijkgva81qxa,hash_nk9zz4ft4s7d66,meta_20260108_22.csv,2026-01-08T23:07:00+00:00
meta_acct_9,meta_camp_90,meta_adset_390,meta_ad_1227,meta_cr_1227,2025-11-27 13:00:00,Asia/Manila,moblie,audience_network,feed,VIDEO,10.0,56.0,90.0,96.0,29.0,45.0,3.0,1.42,421,3,1,0.050805,SGD,ACTIVE,PUBLISHED,,2025-11-27T05:00:00+00:00,row_gebejeb4ac8a,hash_was4iltftn08v1,meta_20251127_05.csv,2025-11-28T05:51:00+00:00
meta_acct_13,meta_camp_115,meta_adset_16,meta_ad_1342,meta_cr_1839,2025-11-28 10:00:00,Asia/Manila,deskotp,audience_network,reels,REELS,90.0,138.0,161.0,140.0,98.0,85.0,45.0,64.57,411,3,2,0.319463,SGD,ACTIVE,VALIDATED,,2025-11-28T02:00:00+00:00,row_ayef1s5emxjl,hash_l4rzllcuubxur5,meta_20251128_02.csv,2025-11-28T04:38:00+00:00
meta_acct_12,meta_camp_23,meta_adset_110,meta_ad_508,meta_cr_160,2025-10-03 00:00:00,Asia/Manila,moblie,audience_network,in_stream,UNKNOWN,,,,,,,,,513,40,9,0.45806,EUR,PAUSED,ENRICHED,,2025-10-02T16:00:00+00:00,row_gept8mvgryos,hash_h0vsfk2h1voy70,meta_20251002_16.csv,2025-10-02T17:58:00+00:00
meta_acct_2,meta_camp_62,meta_adset_147,meta_ad_936,meta_cr_679,2025-12-31 19:00:00,Asai/Manila,desktop,audience_network,search_results,CAROUSEL,,,,,,,,,275,13,3,0.279814,AUD,ACTIVE,VALIDATED,,2025-12-31T11:00:00+00:00,row_6s1rqpyzdkto,hash_mkuvqspxo7ad45,meta_20251231_11.csv,2025-12-31T12:42:00+00:00
meta_acct_10,meta_camp_40,meta_adset_295,meta_ad_1019,meta_cr_490,2026-01-15 22:00:00,Asia/Singapore,mobile,facebook,feed,VIDEO,30.0,94.0,69.0,48.0,95.0,26.0,19.0,15.92,407,12,3,0.301227,PHP,ACTIVE,PUBLISHED,,2026-01-15T14:00:00+00:00,row_x6c3qf4wtf7k,hash_fdvyiqs391andx,meta_20260115_14.csv,2026-01-15T14:21:00+00:00
meta_acct_11,meta_camp_70,meta_adset_123,meta_ad_1451,meta_cr_1974,2025-11-09 18:00:00,,desktop,audience_network,reels,CAROUSEL,,,,,,,,,357,5,1,0.133318,USD,ACTIVE,PUBLISHED,,2025-11-09T10:00:00+00:00,row_zat77sapfg1o,hash_ju8dpy056hbrya,meta_20251109_10.csv,2025-11-09T12:14:00+00:00
meta_acct_16,meta_camp_77,meta_adset_217,meta_ad_693,meta_cr_1158,2025-10-19 04:00:00,Asai/Manila,mobile,facebook,feed,CAROUSEL,,,,,,,,,703,29,2,0.14945,SGD,ACTIVE,VALIDATED,,2025-10-18T20:00:00+00:00,row_06bdqf29o6y4,hash_7m9upsk2h6ko3l,meta_20251018_20.csv,2025-10-19T20:18:00+00:00
meta_acct_12,meta_camp_19,meta_adset_350,meta_ad_764,meta_cr_588,2025-09-22 02:00:00,,desktop,audience_network,right_column,VIDEO,12.0,4.0,1.0,3.0,3.0,2.0,1.0,4.04,99,1,0,0.106647,PHP,ACTIVE,PUBLISHED,,2025-09-21T18:00:00+00:00,row_sk5r40f5x4go,hash_79ypc6ptpgc8yw,meta_20250921_18.csv,2025-09-23T18:29:00+00:00
meta_acct_2,meta_camp_47,meta_adset_345,meta_ad_41,meta_cr_682,2025-11-27 12:00:00,Asai/Manila,MOBILE,audience_network,reels,REELZ,90.0,26.0,23.0,17.0,20.0,14.0,,14.51,151,7,3,0.052445,USD,ACTIVE,ENRICHED,,2025-11-27T04:00:00+00:00,row_7eg9mb9elwmc,hash_31980h06toipm2,meta_20251127_04.csv,2025-11-28T04:39:00+00:00
meta_acct_1,meta_camp_8,meta_adset_300,meta_ad_56,meta_cr_873,2026-01-11 00:00:00,,deskotp,audience_network,in_stream,UNKNOWN,,,,,,,,,111,3,0,0.208087,USD,ARCHIVED,VALIDATED,,2026-01-10T16:00:00+00:00,row_v5edaoyil0hg,hash_o0rzeq4fytfviy,meta_20260110_16.csv,2026-01-10T18:03:00+00:00
meta_acct_18,meta_camp_75,meta_adset_224,meta_ad_844,meta_cr_2250,2025-09-29 03:00:00,Asai/Manila,desktop,audience_network,feed,REELS,10.0,18.0,18.0,14.0,7.0,4.0,5.0,2.99,132,2,0,0.038049,USD,ACTIVE,QUARANTINED,,2025-09-28T19:00:00+00:00,row_6uc2hclvpz3z,hash_wqhla84fs4kttg,meta_20250928_19.csv,2025-09-30T19:12:00+00:00
meta_acct_12,meta_camp_90,meta_adset_136,meta_ad_166,meta_cr_2408,2026-01-09 07:00:00,Asai/Manila,mobile,instagram,right_column,CAROUSEL,,,,,,,,,66,1,0,0.024572,PHP,ACTIVE,QUARANTINED,,2026-01-08T23:00:00+00:00,row_bg5ethtvzus3,hash_uuekyp9e0tfm8y,meta_20260108_23.csv,2026-01-09T01:06:00+00:00
meta_acct_2,meta_camp_54,meta_adset_26,meta_ad_1437,meta_cr_685,2025-10-17 00:00:00,Asai/Manila,deskotp,facebook,reels,VIDEO,12.0,122.0,84.0,70.0,42.0,15.0,43.0,0.25,340,4,1,0.094198,PHP,ACTIVE,QUARANTINED,,2025-10-16T16:00:00+00:00,row_zmixicqfbwgk,hash_mdwlf0vtdlmfc1,meta_20251016_16.csv,2025-10-18T16:51:00+00:00
meta_acct_1,meta_camp_34,meta_adset_207,meta_ad_229,meta_cr_872,2025-10-20 02:00:00,,unknown,audience_network,search_results,UNKNOWN,,,,,,,,,238,9,7,0.160696,USD,ACTIVE,PUBLISHED,,2025-10-19T18:00:00+00:00,row_fgjaxtc0m5we,hash_jvob3fn96fkmbq,meta_20251019_18.csv,2025-10-20T18:08:00+00:00
meta_acct_11,meta_camp_72,meta_adset_163,meta_ad_1334,meta_cr_1745,2025-12-07 19:00:00,Asia/Manila,unknown,facebook,stories,VIDEO,10.0,29.0,18.0,24.0,9.0,23.0,22.0,4.07,105,0,0,0.091115,PHP,DISAPPROVED,VALIDATED,,2025-12-07T11:00:00+00:00,row_svjmnxnp0svf,hash_zg086pbsnhvo44,meta_20251207_11.csv,2025-12-07T23:53:00+00:00
meta_acct_3,meta_camp_9,meta_adset_367,meta_ad_703,meta_cr_401,2026-01-08 05:00:00,Asai/Manila,deskotp,facebook,in_stream,UNKNOWN,,,,,,,,,624,20,5,0.447743,php,ACTIVE,VALIDATED,,2026-01-07T21:00:00+00:00,row_m4d0kwr3pym0,hash_rzetqibuijumnw,meta_20260107_21.csv,2026-01-08T03:46:00+00:00
meta_acct_18,meta_camp_61,meta_adset_140,meta_ad_1122,meta_cr_1688,2025-11-03 16:00:00,,desktop,facebook,reels,STORY,,,,,,,,,400,19,10,0.067962,PHP,ACTIVE,VALIDATED,,2025-11-03T08:00:00+00:00,row_ufcp02ldon5f,hash_h94j8cnngmj3aj,meta_20251103_08.csv,2025-11-05T08:11:00+00:00
meta_acct_4,meta_camp_69,meta_adset_382,meta_ad_1458,meta_cr_1588,2025-11-20 10:00:00,Asai/Manila,unknown,facebook,right_column,REELS,90.0,72.0,52.0,52.0,52.0,30.0,1.0,15.86,232,4,0,0.195592,PHP,ACTIVE,VALIDATED,,2025-11-20T02:00:00+00:00,row_v0kzryqjtirb,hash_ig9tta86a3v3el,meta_20251120_02.csv,2025-11-20T14:54:00+00:00
meta_acct_9,meta_camp_6,meta_adset_203,meta_ad_1001,meta_cr_1776,2026-01-16 10:00:00,,desktop,instagram,reels,STORY,,,,,,,,,96,238,144,0.106702,PHP,ACTIVE,QUARANTINED,CLICKS_GT_IMPRESSIONS,2026-01-16T02:00:00+00:00,row_hatrmf930585,hash_dxuggykkc26ocm,meta_20260116_02.csv,2026-01-16T08:06:00+00:00
meta_acct_4,meta_camp_27,meta_adset_7,meta_ad_58,meta_cr_818,2025-12-18 05:00:00,,deskotp,audience_network,reels,VIDEO,10.0,96.0,92.0,90.0,71.0,5.0,41.0,7.47,892,76,12,0.217424,USD,ACTIVE,VALIDATED,,2025-12-17T21:00:00+00:00,row_s4gbmvbkqdpp,hash_03v2egmeqndoh3,meta_20251217_21.csv,2025-12-18T09:36:00+00:00
meta_acct_2,meta_camp_111,meta_adset_23,meta_ad_1500,meta_cr_2085,2025-12-13 01:00:00,Asai/Manila,MOBILE,instagram,reels,VIDEO,30.0,2.0,4.0,4.0,3.0,3.0,1.0,16.81,99,0,0,0.099745,USD,ACTIVE,PUBLISHED,,2025-12-12T17:00:00+00:00,row_z5v01xde5van,hash_9fq0s4a7c7fwca,meta_20251212_17.csv,2025-12-12T17:07:00+00:00
meta_acct_13,meta_camp_91,meta_adset_199,meta_ad_1346,meta_cr_1171,2025-11-15 19:00:00,,desktop,instagram,reels,REELS,60.0,109.0,73.0,92.0,31.0,57.0,6.0,10.56,257,2,0,0.081657,PHP,ACTIVE,RECEIVED,,2025-11-15T11:00:00+00:00,row_qr1jdc6zb0g2,hash_5p800xm7j3he3i,meta_20251115_11.csv,2025-11-15T17:07:00+00:00
meta_acct_1,meta_camp_23,meta_adset_139,meta_ad_1259,meta_cr_974,2025-09-28 19:00:00,Asia/Manila,mobile,audience_network,feed,CAROUSEL,,,,,,,,,259,13,6,0.174717,AUD,PAUSED,VALIDATED,,2025-09-28T11:00:00+00:00,row_mziunh1dbdf4,hash_598t4e3dp3zjvt,meta_20250928_11.csv,2025-09-28T12:40:00+00:00
meta_acct_11,meta_camp_78,meta_adset_192,meta_ad_471,meta_cr_424,2025-10-22 10:00:00,Asai/Manila,moblie,instagram,reels,UNKNOWN,,,,,,,,,80,3,2,0.02521,usd,ACTIVE,VALIDATED,,2025-10-22T02:00:00+00:00,row_a6491wfy3n8a,hash_yp2ged0974oeeh,meta_20251022_02.csv,2025-10-22T03:24:00+00:00
meta_acct_18,meta_camp_87,meta_adset_124,meta_ad_412,meta_cr_2147,2025-11-15 13:00:00,,desktop,instagram,in_stream,STORY,,,,,,,,,452,19,8,0.233642,USD,ACTIVE,ENRICHED,,2025-11-15T05:00:00+00:00,row_1i851qt9ssiy,hash_d7v7tecapchiyh,meta_20251115_05.csv,2025-11-15T17:03:00+00:00
meta_acct_10,meta_camp_41,meta_adset_151,meta_ad_1014,meta_cr_1821,2026-01-02 13:00:00,,deskotp,instagram,right_column,STORY,,,,,,,,,80,5,2,0.059199,PHP,PAUSED,PUBLISHED,,2026-01-02T05:00:00+00:00,row_3zoisoq50ffe,hash_9glocvv9fgt8l3,meta_20260102_05.csv,2026-01-02T07:38:00+00:00
meta_acct_4,meta_camp_55,meta_adset_390,meta_ad_354,meta_cr_21,2025-12-30 12:00:00,,mobile,facebook,stories,VIDEO,45.0,93.0,143.0,21.0,85.0,30.0,32.0,26.82,267,1,0,0.130099,SGD,ARCHIVED,PUBLISHED,,2025-12-30T04:00:00+00:00,row_dh03qn4un1nv,hash_wn6u1u7p5area5,meta_20251230_04.csv,2025-12-30T06:58:00+00:00
meta_acct_4,meta_camp_36,meta_adset_387,meta_ad_1417,meta_cr_1842,2025-12-14 06:00:00,Asai/Manila,mobile,audience_network,in_stream,REELS,30.0,21.0,15.0,6.0,15.0,11.0,2.0,9.21,181,1,0,0.039422,USD,LIMITED,PUBLISHED,,2025-12-13T22:00:00+00:00,row_isd4hxoy1qap,hash_6ktausxba9uwd2,meta_20251213_22.csv,2025-12-14T22:57:00+00:00
meta_acct_5,meta_camp_120,meta_adset_138,meta_ad_947,meta_cr_2208,2025-11-13 07:00:00,Asia/Singapore,deskotp,facebook,feed,REELZ,10.0,19.0,17.0,8.0,15.0,12.0,9.0,2.18,78,2,1,0.152003,USD,ACTIVE,PUBLISHED,,2025-11-12T23:00:00+00:00,row_5kjrlow8nfmo,hash_rirmkozepq9hv7,meta_20251112_23.csv,2025-11-13T01:32:00+00:00
meta_acct_5,meta_camp_59,meta_adset_152,meta_ad_295,meta_cr_2476,2025-09-21 08:00:00,Asai/Manila,MOBILE,facebook,reels,REELS,12.0,0.0,1.0,1.0,1.0,0.0,0.0,4.05,71,1,0,0.012189,USD,ACTIVE,ENRICHED,,2025-09-21T00:00:00+00:00,row_9oxlgosdmgcl,hash_8s1wwop5c33g27,meta_20250921_00.csv,2025-09-21T02:28:00+00:00
meta_acct_13,meta_camp_16,meta_adset_348,meta_ad_683,meta_cr_192,2025-10-01 08:00:00,,mobile,audience_network,search_results,UNKNOWN,,,,,,,,,350,0,0,0.071126,USD,ACTIVE,ENRICHED,,2025-10-01T00:00:00+00:00,row_9yk6mw0egz6u,hash_a7x0pba3mzi171,meta_20251001_00.csv,2025-10-01T01:04:00+00:00
meta_acct_6,meta_camp_37,meta_adset_380,meta_ad_1098,meta_cr_1580,2025-10-30 13:00:00,,deskotp,facebook,stories,VIDEO,60.0,53.0,26.0,41.0,31.0,27.0,35.0,15.77,140,10,4,0.052388,USD,ACTIVE,PUBLISHED,,2025-10-30T05:00:00+00:00,row_izfs6d676o8o,hash_zyd2a3dpzxbv4o,meta_20251030_05.csv,2025-10-30T06:53:00+00:00
meta_acct_11,meta_camp_111,meta_adset_57,meta_ad_1041,meta_cr_1938,2025-12-02 20:00:00,,desktop,audience_network,stories,REELS,,7.0,4.0,5.0,5.0,3.0,0.0,,54,3,0,0.004449,PHP,ACTIVE,QUARANTINED,MISSING_VIDEO_DURATION,2025-12-02T12:00:00+00:00,row_5rto2myxh5th,hash_yuqzwb0s1gqcxo,meta_20251202_12.csv,2025-12-03T00:56:00+00:00
meta_acct_11,meta_camp_35,meta_adset_369,meta_ad_168,meta_cr_1648,2025-11-24 18:00:00,,moblie,audience_network,reels,CAROUSEL,,,,,,,,,550,43,10,0.303956,PHP,ACTIVE,VALIDATED,,2025-11-24T10:00:00+00:00,row_hfkw6dgkwlxl,hash_buw8fwhyrihtrh,meta_20251124_10.csv,2025-11-24T10:42:00+00:00
meta_acct_1,meta_camp_64,meta_adset_300,meta_ad_1264,meta_cr_2481,2025-12-11 21:00:00,Asia/Singapore,desktop,instagram,stories,VIDEO,90.0,97.0,74.0,34.0,113.0,37.0,20.0,41.82,313,11,6,0.208341,AUD,ACTIVE,RECEIVED,,2025-12-11T13:00:00+00:00,row_7uje8vxn03fn,hash_mh5ofdv1ufccam,meta_20251211_13.csv,2025-12-11T14:27:00+00:00
meta_acct_2,meta_camp_47,meta_adset_387,meta_ad_201,meta_cr_214,2025-11-19 12:00:00,,moblie,audience_network,reels,STORY,,,,,,,,,163,9,3,0.113003,SGD,PAUSED,QUARANTINED,,2025-11-19T04:00:00+00:00,row_k8k9i9uvw9jl,hash_o10vhhhfat4rrz,meta_20251119_04.csv,2025-11-19T04:59:00+00:00
meta_acct_4,meta_camp_2,meta_adset_346,meta_ad_544,meta_cr_2376,2025-11-17 18:00:00,Asia/Singapore,deskotp,facebook,in_stream,REELS,30.0,18.0,12.0,13.0,15.0,8.0,3.0,22.07,111,7,5,0.054335,PHP,ACTIVE,PUBLISHED,,2025-11-17T10:00:00+00:00,row_4ss2rc42xdzf,hash_y7fau04biebm0t,meta_20251117_10.csv,2025-11-17T10:47:00+00:00
meta_acct_19,meta_camp_113,meta_adset_358,meta_ad_1443,meta_cr_1733,2025-10-14 03:00:00,Asia/Singapore,deskotp,facebook,reels,UNKNOWN,,,,,,,,,275,3,0,0.134385,USD,ARCHIVED,RECEIVED,,2025-10-13T19:00:00+00:00,row_5bzk163jkzvi,hash_n6s66gqg95g4ao,meta_20251013_19.csv,2025-10-15T19:05:00+00:00
meta_acct_1,meta_camp_91,meta_adset_132,meta_ad_1028,meta_cr_2127,2025-12-03 21:00:00,Asai/Manila,desktop,audience_network,feed,CAROUSEL,,,,,,,,,111,1,0,0.110914,USD,ACTIVE,PUBLISHED,,2025-12-03T13:00:00+00:00,row_frmejfzqz0km,hash_kauab098vvulf1,meta_20251203_13.csv,2025-12-03T19:36:00+00:00
meta_acct_1,meta_camp_61,meta_adset_99,meta_ad_608,meta_cr_1929,2025-11-30 05:00:00,Asia/Singapore,desktop,instagram,right_column,CAROUSEL,,,,,,,,,277,6,1,0.198638,EUR,ACTIVE,ENRICHED,,2025-11-29T21:00:00+00:00,row_5vfe08uvebk8,hash_uqxa2wnea6w58i,meta_20251129_21.csv,2025-11-29T23:50:00+00:00
meta_acct_5,meta_camp_71,meta_adset_50,meta_ad_591,meta_cr_1785,2025-09-19 12:00:00,,deskotp,facebook,search_results,UNKNOWN,,,,,,,,,86,5,2,0.100456,PHP,ACTIVE,ENRICHED,,2025-09-19T04:00:00+00:00,row_n0z4xzlby30p,hash_3p78zd1gi2bxa2,meta_20250919_04.csv,2025-09-19T16:20:00+00:00
